entry_time,exit_time,direction,entry_price,exit_price,pnl,duration_min,price_diff
2026-05-05 16:47:04,2026-05-05 16:47:21,SELL,81466.25,81542.45,-0.76,0.2833333333333333,76.19999999999709
2026-05-05 16:47:05,2026-05-05 16:56:11,BUY,81526.65,81225.55,-3.01,9.1,301.09999999999127
2026-05-05 17:30:13,2026-05-05 17:39:12,BUY,81466.15,81151.35,-3.15,8.983333333333333,314.79999999998836
2026-05-05 20:02:26,2026-05-06 01:38:57,BUY,81321.95,81002.95,-3.19,336.51666666666665,319.0
2026-05-06 02:15:09,2026-05-06 02:28:07,BUY,81226.75,80926.45,-3.0,12.966666666666667,300.3000000000029
2026-05-06 03:03:41,2026-05-06 03:49:27,BUY,81098.55,80793.15,-3.05,45.766666666666666,305.40000000000873
2026-05-06 10:53:02,2026-05-06 11:08:03,SELL,81320.45,81622.05,-3.02,15.016666666666667,301.6000000000058
